ID_Alumno,Universidad,Carrera,Edad,Genero,Anio_Cursada,Horas_Estudio_Semanal,Asistencia_Porcentaje,Trabaja,Promedio_Academico,Materias_Aprobadas,Materias_Recursadas,Satisfaccion_Carrera,Indice_Permanencia
3643,UTN,Ingeniería,28,M,6,23,100.0,Si,9.5,35,2,8.0,100.0
3644,UNLP,Psicología,30,Otro,2,10,100.0,Si,8.1,15,2,6.6,100.0
3645,UNLP,Economía,27,Otro,6,12,72.3,Si,6.7,32,3,4.7,100.0
3646,UNLaM,Ciencia De Datos,18,Otro,6,15,100.0,No,7.8,33,0,7.8,100.0
3647,UNLP,Ingeniería,17,M,3,10,72.6,Si,7.8,17,4,4.5,91.4
3648,UNC,Ingeniería,19,F,5,24,81.9,No,9.3,30,1,8.1,100.0
3649,UNLP,Ingeniería,19,F,6,23,89.0,No,9.8,33,1,7.2,100.0
3650,UNSAM,Psicología,31,M,2,10,67.6,No,9.1,13,1,7.6,100.0
3651,UNLP,Psicología,30,F,3,15,90.9,Si,8.1,20,2,6.9,100.0
3652,UNSAM,Ciencia De Datos,26,F,6,19,81.0,Si,10.0,37,2,7.0,100.0
3653,UNC,Medicina,28,F,3,8,79.5,Si,8.7,23,2,6.2,100.0
3654,UBA,Ciencia De Datos,20,F,6,21,93.8,Si,10.0,43,3,6.7,100.0
3656,UNC,Psicología,25,Otro,6,22,75.4,No,9.8,32,5,5.6,100.0
3657,UTN,Ingeniería,17,F,6,19,79.3,No,10.0,41,0,8.6,100.0
3658,UBA,Psicología,22,Otro,5,16,90.2,No,9.6,27,0,7.8,100.0
3659,UTN,Economía,22,Otro,3,14,82.0,No,7.8,19,2,6.1,100.0
3660,UNLP,Psicología,27,M,2,13,100.0,No,7.4,12,1,5.6,100.0
3661,UBA,Ciencia De Datos,20,M,4,20,78.4,No,10.0,30,0,7.7,100.0
3663,UNLaM,Psicología,27,Otro,5,19,100.0,Si,10.0,32,0,9.6,100.0
3664,UBA,Ingeniería,17,M,2,9,100.0,Si,7.4,9,1,5.8,100.0
3665,UBA,Medicina,23,M,4,14,96.5,No,8.1,23,3,5.5,100.0
3666,UNC,Ingeniería,27,Otro,1,8,72.2,Si,8.4,7,1,6.4,100.0
3667,UBA,Medicina,20,Otro,4,16,78.8,No,8.0,21,3,4.8,91.6
3668,UBA,Derecho,23,M,2,10,70.7,Si,8.8,9,5,6.1,95.0
3669,UNC,Economía,28,F,4,17,76.4,Si,8.5,25,1,6.4,100.0
3670,UNC,Ciencia De Datos,17,M,1,3,78.7,No,5.5,7,3,5.0,86.5
3671,UTN,Ingeniería,35,Otro,1,9,100.0,Si,7.1,8,0,7.5,100.0
3672,UNLP,Ingeniería,17,Otro,2,18,86.5,No,7.4,17,3,4.8,100.0
3673,UBA,Medicina,23,F,5,16,76.7,No,9.8,33,2,7.4,100.0
3675,UNLaM,Medicina,20,F,6,18,74.2,Si,8.1,36,0,7.8,100.0
3676,UNSAM,Psicología,22,M,6,27,67.7,No,10.0,32,4,7.3,100.0
3677,UNC,Ciencia De Datos,31,F,5,19,86.6,Si,8.7,23,4,6.1,100.0
3678,UNLP,Ciencia De Datos,27,M,4,20,84.3,No,10.0,25,0,9.0,100.0
3679,UNLaM,Ingeniería,24,F,2,9,72.6,Si,5.8,7,0,5.7,92.8
3680,UNLaM,Ingeniería,34,M,6,16,85.6,No,8.2,34,1,7.2,100.0
3681,UNLP,Ciencia De Datos,18,Otro,4,27,90.5,No,10.0,20,3,7.3,100.0
3682,UNLaM,Ingeniería,19,M,2,11,71.1,Si,5.9,19,0,6.2,77.8
3683,UNLaM,Ingeniería,25,Otro,5,17,83.1,No,9.1,29,3,6.6,100.0
3684,UNSAM,Ingeniería,23,Otro,4,18,71.7,Si,9.7,21,4,5.6,100.0
3685,UNC,Medicina,20,Otro,3,11,82.2,Si,9.0,25,0,8.1,100.0
3686,UBA,Psicología,22,Otro,3,19,70.5,No,9.7,16,1,8.1,100.0
3687,UNLP,Psicología,22,M,3,10,82.5,Si,6.3,21,4,3.4,100.0
3688,UNC,Medicina,21,F,1,10,84.2,No,8.9,4,1,8.4,100.0
3689,UNC,Psicología,33,Otro,3,19,65.8,Si,7.3,11,0,6.2,81.5
3690,UBA,Ingeniería,20,F,4,18,96.4,No,9.4,29,1,8.1,100.0
3691,UNLP,Derecho,23,M,4,17,82.1,No,7.3,19,1,6.0,100.0
3692,UTN,Ingeniería,24,M,2,18,80.0,No,10.0,8,3,8.1,100.0
3693,UNSAM,Economía,26,Otro,3,14,81.0,Si,9.6,15,3,7.4,100.0
3694,UTN,Ingeniería,24,Otro,1,15,82.0,No,9.0,8,0,7.7,100.0
3695,UNSAM,Ingeniería,23,F,2,12,74.4,No,9.8,13,4,7.4,100.0
3696,UNLaM,Derecho,29,M,5,19,81.6,No,8.7,31,1,7.8,100.0
3697,UTN,Derecho,29,F,6,19,90.1,No,8.1,39,1,6.1,100.0
3698,UNLaM,Ciencia De Datos,29,M,3,16,97.6,Si,9.8,18,5,5.9,100.0
3699,UBA,Medicina,17,F,1,10,85.1,Si,6.1,4,3,5.2,100.0
3700,UNLP,Medicina,17,M,6,20,87.5,No,8.8,39,2,7.7,100.0
3701,UTN,Derecho,21,F,6,27,82.6,No,10.0,34,5,6.5,100.0
3702,UNSAM,Ingeniería,29,F,1,10,84.3,No,6.9,5,2,5.2,87.2
3703,UNSAM,Medicina,20,M,2,12,73.2,No,8.1,13,3,6.4,100.0
3704,UNSAM,Medicina,18,M,6,22,88.5,No,9.3,43,3,7.7,100.0
3705,UNLP,Psicología,22,Otro,2,16,84.6,No,7.7,11,3,5.0,100.0
3706,UNLP,Ingeniería,20,M,3,17,87.0,Si,7.3,16,2,5.9,100.0
3708,UNC,Medicina,20,M,4,14,88.8,Si,8.9,25,1,7.7,100.0
3710,UBA,Economía,30,F,3,19,90.7,Si,8.0,19,2,7.2,100.0
3711,UNLP,Derecho,22,F,4,14,88.9,No,9.9,20,1,8.7,100.0
3712,UNSAM,Derecho,21,M,3,20,81.8,No,7.6,15,1,5.6,100.0
3713,UTN,Ciencia De Datos,21,Otro,2,20,92.7,Si,10.0,5,0,8.9,100.0
3714,UTN,Ciencia De Datos,24,M,3,16,86.5,Si,9.6,14,1,8.7,100.0
3715,UNSAM,Psicología,17,Otro,2,6,98.3,Si,9.2,16,3,6.0,100.0
3717,UBA,Derecho,18,F,1,18,92.4,No,9.2,9,0,8.4,100.0
3718,UNLP,Economía,17,F,6,22,66.0,Si,9.6,32,0,8.2,100.0
3719,UNC,Ciencia De Datos,28,M,2,16,81.1,No,7.6,12,2,6.5,98.6
3720,UTN,Ciencia De Datos,18,M,2,14,90.1,No,8.3,11,1,6.1,100.0
3721,UNLP,Economía,20,Otro,4,13,84.5,No,8.0,24,1,6.7,100.0
3722,UBA,Economía,17,M,2,7,81.1,No,9.1,9,2,6.2,100.0
3723,UNSAM,Psicología,25,F,2,8,64.9,Si,7.5,8,2,5.7,93.4
3724,UNSAM,Ingeniería,26,M,1,17,94.0,No,8.3,9,1,7.4,100.0
3726,UNLaM,Ingeniería,28,Otro,3,16,75.4,No,9.7,16,2,7.4,100.0
3727,UNSAM,Ingeniería,28,Otro,6,21,79.1,Si,7.9,42,0,8.1,100.0
3728,UBA,Psicología,21,Otro,5,17,75.0,Si,8.8,35,1,7.6,100.0
3729,UNC,Ingeniería,30,Otro,2,13,82.4,No,9.3,11,4,5.6,100.0
3730,UNSAM,Psicología,20,Otro,2,2,80.6,Si,5.9,7,2,5.0,84.2
3731,UNC,Ingeniería,20,M,5,19,66.6,No,7.2,30,1,6.3,100.0
3732,UBA,Psicología,17,M,2,10,89.9,Si,6.0,15,0,5.3,100.0
3733,UNLP,Ingeniería,30,M,4,11,74.3,Si,7.4,20,6,4.5,100.0
3734,UNLP,Medicina,20,M,2,4,74.9,No,6.9,13,2,5.2,100.0
3735,UNLaM,Ciencia De Datos,18,F,1,6,69.8,Si,8.2,3,2,6.0,100.0
3736,UNLaM,Ciencia De Datos,25,F,3,16,70.5,No,8.5,28,1,6.6,100.0
3737,UNSAM,Medicina,22,M,1,13,64.8,No,6.7,4,2,6.0,77.3
3738,UBA,Ingeniería,21,Otro,1,9,100.0,Si,6.9,8,1,6.5,100.0
3739,UTN,Derecho,25,M,4,20,100.0,No,9.5,21,2,7.0,100.0
3741,UNSAM,Derecho,23,F,1,19,83.6,Si,10.0,5,0,9.5,100.0
3742,UTN,Ciencia De Datos,21,Otro,4,22,100.0,Si,9.5,22,1,8.4,100.0
3743,UTN,Psicología,31,Otro,2,12,80.4,Si,8.7,16,1,8.0,100.0
3744,UBA,Medicina,22,M,3,12,71.7,Si,6.9,16,2,6.1,99.7
3745,UNSAM,Ingeniería,26,Otro,5,19,89.1,No,8.8,27,0,7.8,100.0
3746,UNLP,Psicología,19,M,2,19,86.6,Si,7.7,13,0,6.3,100.0
3747,UNSAM,Ciencia De Datos,27,Otro,4,14,79.6,No,9.5,18,3,5.9,100.0
3748,UNC,Ingeniería,27,F,4,20,84.9,No,10.0,24,3,6.7,100.0
3749,UTN,Economía,22,F,4,17,68.9,No,10.0,13,0,9.1,100.0
3751,UBA,Psicología,17,F,3,18,100.0,No,10.0,17,1,7.2,100.0
3753,UNSAM,Derecho,27,F,3,17,65.2,Si,8.5,22,3,5.8,97.4
3754,UNLaM,Ingeniería,40,Otro,5,22,75.4,No,7.8,30,0,7.7,100.0
3755,UBA,Psicología,18,M,3,12,93.4,No,10.0,20,0,9.6,100.0
3756,UBA,Medicina,18,Otro,4,14,67.0,No,8.3,23,3,6.0,100.0
3757,UNSAM,Psicología,25,F,5,14,90.9,No,7.9,27,6,4.7,100.0
3758,UNLaM,Ingeniería,17,F,2,15,94.1,No,7.1,7,0,6.4,100.0
3759,UNSAM,Derecho,26,F,3,13,64.3,No,6.3,15,1,5.2,89.8
3760,UNLP,Ciencia De Datos,17,F,5,15,77.9,No,8.5,22,1,6.8,100.0
3761,UNC,Ciencia De Datos,22,Otro,2,12,69.7,No,8.7,11,3,6.6,96.4
3762,UNLaM,Derecho,29,F,1,13,84.4,No,7.5,7,2,5.4,100.0
3763,UNSAM,Derecho,33,Otro,3,17,84.4,No,9.1,17,3,7.3,100.0
3764,UNC,Ingeniería,19,F,1,12,91.9,Si,10.0,6,7,4.6,100.0
3765,UNSAM,Medicina,17,M,5,20,84.1,No,8.0,35,4,6.2,100.0
3766,UTN,Psicología,22,F,3,13,84.2,No,8.3,22,1,6.1,100.0
3768,UNSAM,Psicología,19,Otro,6,17,80.6,Si,7.1,30,3,6.2,100.0
3769,UNC,Ciencia De Datos,31,F,6,20,77.9,No,8.3,35,0,7.7,100.0
3770,UNLaM,Medicina,17,M,3,17,92.6,Si,9.9,17,1,8.0,100.0
3771,UNLaM,Medicina,17,Otro,3,18,94.5,No,8.9,19,5,6.3,100.0
3772,UBA,Psicología,22,Otro,1,2,66.9,Si,5.1,10,0,4.7,72.8
3773,UNLaM,Derecho,21,Otro,3,15,95.6,Si,7.6,23,0,7.5,100.0
3775,UNC,Economía,26,M,5,21,67.3,No,8.3,31,4,5.9,100.0
3776,UTN,Psicología,20,Otro,2,4,60.7,Si,5.6,11,3,4.0,65.4
3777,UBA,Economía,30,M,6,26,86.8,No,10.0,29,0,8.7,100.0
3778,UNLP,Ingeniería,29,F,5,25,66.2,No,10.0,33,1,9.0,100.0
3779,UNLP,Derecho,25,M,1,14,93.0,Si,7.2,7,0,7.1,100.0
3781,UNLaM,Psicología,25,Otro,3,19,81.6,No,9.7,22,1,7.8,100.0
3782,UNC,Ciencia De Datos,18,Otro,3,19,77.5,Si,10.0,18,5,6.6,100.0
3784,UNLaM,Psicología,29,Otro,1,11,92.1,Si,6.5,7,2,6.2,100.0
3785,UTN,Derecho,22,M,6,23,78.2,Si,8.5,37,0,7.8,100.0
3786,UNSAM,Psicología,32,Otro,3,19,86.0,Si,7.4,19,0,6.1,97.6
3787,UNLP,Medicina,17,M,6,27,62.1,No,10.0,31,0,8.5,100.0
3788,UNLaM,Medicina,22,M,4,14,84.3,Si,9.9,23,3,6.4,100.0
3789,UNLP,Psicología,19,Otro,5,15,72.8,No,8.8,30,2,7.2,100.0
3790,UNLaM,Ciencia De Datos,24,Otro,3,11,83.8,No,9.2,20,0,8.8,100.0
3791,UTN,Economía,20,Otro,5,19,100.0,Si,8.5,20,5,6.2,100.0
3792,UNLaM,Ciencia De Datos,17,F,3,14,78.9,No,7.3,18,2,5.4,88.8
3793,UTN,Ciencia De Datos,35,Otro,1,12,84.9,No,7.9,4,0,6.9,100.0
3794,UTN,Psicología,22,F,4,12,80.8,Si,9.4,26,4,6.6,100.0
3795,UNC,Economía,26,M,6,21,72.3,No,9.9,40,1,8.0,100.0
3796,UTN,Ingeniería,26,Otro,6,21,97.2,No,9.7,32,0,9.2,100.0
3797,UTN,Medicina,23,Otro,1,7,55.5,Si,4.9,0,1,4.9,72.8
3799,UNLaM,Medicina,29,Otro,5,24,85.5,No,10.0,31,1,8.2,100.0
3800,UNLaM,Ingeniería,20,M,6,19,86.3,No,10.0,39,1,8.0,100.0
3801,UNLaM,Medicina,21,F,5,13,87.1,Si,7.5,34,1,6.3,93.9
3802,UNC,Medicina,21,M,5,12,71.4,Si,8.8,25,3,6.9,96.7
3803,UNSAM,Economía,25,F,2,15,81.9,No,8.0,10,0,7.3,99.6
3804,UNLaM,Medicina,25,M,4,16,66.9,Si,7.4,22,0,6.7,100.0
3805,UBA,Medicina,31,M,5,24,67.0,Si,10.0,26,0,8.8,100.0
3806,UNSAM,Economía,21,F,4,20,81.9,Si,8.4,21,2,5.7,100.0
3807,UNSAM,Economía,25,M,2,4,85.4,Si,6.7,18,0,5.9,87.6
3808,UTN,Medicina,24,M,1,11,87.2,Si,7.4,9,2,5.9,100.0
3809,UNC,Psicología,24,Otro,5,13,98.6,Si,10.0,31,0,9.2,100.0
3810,UBA,Ingeniería,23,Otro,4,15,100.0,No,10.0,24,4,5.9,100.0
3811,UTN,Ingeniería,19,Otro,1,13,97.6,Si,7.1,6,0,5.8,100.0
3812,UTN,Derecho,30,Otro,6,17,99.7,Si,10.0,34,0,8.7,100.0
3813,UNLaM,Medicina,30,Otro,2,19,85.9,No,10.0,13,1,9.1,100.0
3814,UNLP,Ciencia De Datos,20,Otro,1,5,80.4,Si,7.5,3,3,5.0,91.5
3815,UNLaM,Medicina,22,M,6,25,87.8,Si,9.3,37,2,7.1,100.0
3816,UNC,Medicina,23,M,5,18,92.0,No,9.3,30,4,5.7,100.0
3817,UNSAM,Ciencia De Datos,20,Otro,3,16,81.1,No,8.9,21,0,8.4,100.0
3819,UNLP,Derecho,26,F,6,25,95.2,No,10.0,45,5,5.6,100.0
3820,UNSAM,Ingeniería,22,Otro,2,2,89.4,No,5.0,13,2,3.6,94.3
3821,UNLaM,Psicología,25,Otro,2,18,75.3,No,10.0,10,4,7.4,100.0
3822,UNLP,Derecho,28,F,6,18,87.9,Si,10.0,32,0,8.3,100.0
3823,UNLP,Derecho,20,F,6,24,65.9,Si,8.1,32,0,7.4,100.0
3824,UNSAM,Psicología,20,F,5,15,78.8,No,6.8,28,1,6.8,100.0
3826,UNC,Economía,23,F,2,14,72.1,No,7.6,5,3,5.2,95.7
3827,UNC,Economía,19,M,6,22,77.7,No,9.4,43,1,7.1,100.0
3828,UNLP,Psicología,21,Otro,4,17,75.4,Si,7.7,23,1,6.1,95.4
3829,UBA,Ingeniería,29,M,6,14,100.0,Si,10.0,35,3,6.3,100.0
3831,UBA,Ingeniería,21,M,3,17,88.2,No,10.0,23,4,5.9,100.0
3832,UNC,Ingeniería,22,M,6,27,74.0,Si,10.0,35,2,7.8,100.0
3833,UBA,Derecho,17,Otro,5,17,88.4,Si,9.1,30,3,6.8,100.0
3834,UNSAM,Psicología,27,F,5,19,92.5,Si,10.0,29,2,7.1,100.0
3835,UTN,Medicina,23,F,4,20,84.7,No,10.0,22,2,7.5,100.0
3836,UNLaM,Medicina,24,F,6,12,79.3,Si,8.8,41,0,8.3,100.0
3837,UNC,Derecho,23,F,1,11,83.6,Si,7.6,0,0,7.0,98.9
3838,UBA,Economía,19,Otro,6,22,69.0,Si,10.0,31,2,7.7,100.0
3839,UNLP,Psicología,23,F,6,23,98.1,No,10.0,37,4,6.4,100.0
3840,UBA,Ingeniería,28,Otro,4,18,69.1,Si,7.1,23,2,5.1,97.7
3841,UNLP,Psicología,19,M,2,12,96.6,Si,7.1,13,5,3.5,90.2
3842,UNLaM,Derecho,23,F,6,24,100.0,No,10.0,30,3,6.3,100.0
3843,UNC,Derecho,26,Otro,3,10,85.6,Si,7.5,18,0,7.2,100.0
3844,UTN,Ciencia De Datos,19,M,4,15,88.4,No,10.0,26,4,5.9,100.0
3845,UTN,Psicología,26,Otro,1,16,55.9,Si,6.7,6,2,5.8,100.0
3846,UNLaM,Psicología,25,F,5,23,93.1,No,10.0,30,0,9.3,100.0
3847,UNLP,Medicina,25,F,6,23,87.9,No,10.0,30,1,8.4,100.0
3848,UTN,Ciencia De Datos,28,F,1,10,95.6,Si,6.3,5,3,4.3,96.3
3849,UNC,Psicología,26,F,1,15,94.5,No,8.7,8,0,8.1,100.0
3851,UNSAM,Psicología,28,M,1,13,100.0,No,8.3,5,3,5.4,100.0
3852,UNLP,Economía,17,F,6,16,77.9,No,8.8,40,4,6.1,100.0
3853,UNLP,Medicina,21,F,5,18,85.5,No,9.2,34,1,7.4,100.0
3854,UNSAM,Ingeniería,25,F,4,19,81.8,No,9.8,27,2,8.0,100.0
3855,UNSAM,Ciencia De Datos,17,M,4,13,74.4,No,7.8,22,3,5.9,92.0
3856,UNLP,Ingeniería,26,F,3,13,82.6,No,9.7,18,5,6.6,100.0
3857,UNLP,Economía,17,M,3,12,71.4,Si,9.4,23,5,5.3,100.0
3858,UTN,Ingeniería,17,Otro,2,3,78.1,No,6.1,6,3,5.5,100.0
3859,UNSAM,Medicina,25,Otro,6,24,58.1,Si,8.2,30,3,5.7,90.7
3860,UNLaM,Derecho,23,Otro,1,16,91.2,No,9.6,2,0,8.9,100.0
3861,UNSAM,Derecho,24,Otro,5,12,100.0,No,7.5,40,1,7.4,100.0
3862,UNSAM,Economía,28,M,5,15,95.8,Si,8.1,26,0,6.9,100.0
3864,UTN,Ingeniería,19,Otro,2,19,72.8,No,8.4,14,0,7.1,100.0
3865,UNC,Psicología,23,Otro,2,10,68.8,Si,8.7,15,3,6.5,95.9
3866,UTN,Psicología,23,Otro,5,16,93.2,Si,10.0,28,4,7.5,100.0
3867,UNLaM,Derecho,24,F,5,23,89.6,Si,8.7,34,3,6.2,100.0
3868,UNLP,Ingeniería,29,M,5,9,72.7,No,9.1,28,2,6.2,100.0
3869,UNSAM,Medicina,22,F,2,6,80.9,Si,6.8,17,0,7.4,100.0
3871,UTN,Psicología,28,M,3,17,99.0,No,8.0,21,3,5.8,100.0
3872,UBA,Ingeniería,21,F,6,23,56.2,No,10.0,35,5,7.1,100.0
3873,UNLP,Ciencia De Datos,24,M,1,12,87.3,No,8.1,4,2,5.9,100.0
3874,UNSAM,Medicina,17,F,1,2,83.3,Si,7.8,3,1,6.9,100.0
3876,UTN,Economía,17,F,3,12,85.0,No,9.7,16,5,6.9,100.0
3877,UNSAM,Psicología,31,F,3,14,85.4,Si,7.0,15,0,7.1,100.0
3878,UNLaM,Economía,31,F,6,26,72.0,No,9.6,34,8,3.8,96.7
3879,UNLP,Ingeniería,23,M,2,4,78.3,Si,7.9,16,1,7.2,100.0
3880,UNLaM,Economía,28,M,4,21,88.9,Si,10.0,26,0,9.6,100.0
3881,UTN,Ciencia De Datos,23,Otro,2,10,95.0,Si,7.2,15,1,7.2,100.0
3882,UNLP,Derecho,29,M,4,21,45.7,No,9.9,19,1,7.3,100.0
3883,UNLaM,Psicología,23,Otro,3,12,85.7,No,8.9,21,3,5.7,100.0
3884,UNLaM,Medicina,26,F,5,20,87.6,No,8.1,29,0,6.9,100.0
3885,UTN,Derecho,26,F,4,13,70.4,Si,8.8,23,2,6.5,100.0
3886,UBA,Derecho,30,M,6,14,74.2,Si,9.9,31,3,7.4,100.0
3887,UNC,Ciencia De Datos,27,F,1,9,100.0,No,9.6,4,3,7.1,100.0
3888,UNLP,Economía,17,Otro,6,17,80.8,Si,9.8,32,3,6.1,100.0
3889,UBA,Economía,22,M,6,22,93.8,No,10.0,43,1,8.6,100.0
3890,UNLaM,Derecho,24,F,6,30,52.0,Si,9.9,44,0,7.9,100.0
3891,UNSAM,Medicina,20,Otro,2,10,58.1,No,5.5,14,0,4.8,63.8
3892,UBA,Medicina,20,F,1,4,98.8,Si,8.5,7,3,6.8,100.0
3893,UNLP,Psicología,18,M,2,18,79.6,No,7.6,9,4,4.9,100.0
3894,UNSAM,Psicología,22,F,4,24,100.0,Si,10.0,25,4,7.4,100.0
3895,UBA,Psicología,32,F,5,20,88.0,No,8.4,28,1,6.7,100.0
3896,UNSAM,Medicina,22,Otro,3,17,95.1,No,10.0,20,1,7.9,100.0
3898,UNSAM,Psicología,27,M,4,9,70.3,Si,6.1,32,1,5.5,100.0
3899,UTN,Ciencia De Datos,24,M,6,19,72.5,No,9.4,33,0,8.1,100.0
3900,UNSAM,Derecho,22,F,4,8,71.1,Si,6.4,24,0,6.3,80.8
3901,UNC,Economía,33,F,4,18,100.0,Si,10.0,20,1,8.4,100.0
3902,UBA,Psicología,17,F,5,11,81.4,Si,8.0,26,3,6.4,100.0
3903,UNSAM,Medicina,20,F,5,15,100.0,Si,8.4,31,2,6.1,100.0
3905,UNC,Psicología,29,F,2,14,76.3,No,6.9,10,4,4.2,85.3
3908,UNLP,Medicina,17,Otro,1,11,76.2,No,9.0,10,3,6.8,99.8
3910,UBA,Ciencia De Datos,27,Otro,5,21,72.4,Si,9.8,31,4,5.7,100.0
3911,UBA,Psicología,25,M,2,20,68.4,No,8.8,8,2,7.2,100.0
3912,UNLP,Derecho,26,Otro,4,13,63.7,Si,8.8,20,0,7.9,96.1
3914,UTN,Ingeniería,30,Otro,6,22,89.2,Si,9.4,35,2,7.2,100.0
3915,UNC,Economía,23,M,1,6,75.2,No,6.0,6,1,4.9,74.6
3916,UBA,Ingeniería,30,M,6,26,76.4,Si,10.0,38,0,8.9,100.0
3917,UBA,Derecho,22,M,4,14,95.2,No,10.0,28,1,8.4,100.0
3918,UNLaM,Medicina,19,F,6,15,100.0,Si,7.9,35,0,6.5,100.0
3919,UBA,Psicología,30,M,3,16,93.8,No,8.4,15,0,8.0,100.0
3921,UNSAM,Ciencia De Datos,27,F,5,23,71.6,No,10.0,31,2,7.5,100.0
3922,UNC,Psicología,23,M,1,12,70.6,No,8.3,5,0,7.6,96.0
3923,UNLP,Psicología,17,M,1,5,70.5,Si,5.5,5,2,4.9,96.3
3924,UNSAM,Ciencia De Datos,17,Otro,3,17,77.5,Si,7.3,21,0,6.0,94.8
3925,UNLaM,Medicina,23,F,1,10,99.3,Si,7.7,3,2,6.8,100.0
3927,UNSAM,Medicina,20,M,5,23,78.3,Si,10.0,26,0,8.4,100.0
3928,UTN,Economía,24,F,4,19,81.3,Si,10.0,25,2,8.1,100.0
3929,UTN,Medicina,29,F,2,11,85.5,No,8.0,12,0,7.6,100.0
3930,UNLP,Derecho,21,Otro,3,7,76.8,Si,8.4,19,0,7.3,100.0
3931,UBA,Economía,22,M,4,9,85.4,No,7.8,26,2,6.8,100.0
3932,UNLaM,Economía,26,F,4,24,70.6,No,8.0,27,5,5.2,100.0
3933,UNC,Medicina,17,F,3,14,86.7,No,7.8,10,0,6.7,100.0
3934,UNLaM,Derecho,23,Otro,6,22,76.2,No,10.0,31,1,7.2,100.0
3935,UNSAM,Economía,21,M,5,14,100.0,Si,9.8,31,2,7.3,100.0
3937,UNSAM,Ciencia De Datos,27,M,3,9,66.8,Si,5.2,15,2,4.5,83.3
3938,UTN,Economía,18,Otro,5,16,84.2,No,8.7,38,2,6.6,100.0
3939,UBA,Psicología,23,F,4,17,82.1,Si,7.4,22,3,5.6,100.0
3940,UBA,Medicina,26,M,4,22,100.0,Si,10.0,18,0,7.9,100.0
3941,UNLP,Ciencia De Datos,24,F,4,20,83.7,Si,7.6,25,4,5.2,100.0
3942,UBA,Medicina,18,Otro,2,13,87.5,Si,9.1,6,3,6.4,100.0
3943,UNLaM,Derecho,17,F,3,14,77.7,Si,8.2,27,2,6.4,100.0
3944,UNLP,Medicina,21,F,3,19,79.9,No,9.0,16,0,7.3,100.0
3945,UTN,Ingeniería,24,M,3,13,84.0,No,8.1,17,3,5.6,96.3
3946,UNLaM,Ciencia De Datos,24,M,6,21,62.6,No,8.5,31,0,7.1,100.0
3948,UNLP,Medicina,17,Otro,3,15,98.6,No,9.9,21,1,8.5,100.0
3949,UTN,Derecho,25,F,5,21,66.8,Si,9.0,26,1,6.8,100.0
3950,UNLaM,Ingeniería,29,F,5,26,93.1,Si,10.0,32,1,7.9,100.0
3951,UNLaM,Economía,23,M,3,19,77.4,Si,7.9,12,0,6.8,100.0
3952,UNSAM,Psicología,22,Otro,4,16,83.3,Si,10.0,32,1,8.4,100.0
3953,UNSAM,Economía,20,M,6,26,92.9,No,10.0,32,0,9.4,100.0
3954,UNSAM,Derecho,28,F,4,9,57.6,Si,6.7,27,3,4.9,93.9
3955,UNC,Ingeniería,29,F,1,11,74.5,No,5.7,4,5,3.9,88.6
3957,UNLaM,Ciencia De Datos,22,Otro,1,16,81.8,No,8.1,8,0,6.7,96.2
3958,UTN,Psicología,31,Otro,5,15,91.7,No,10.0,30,0,7.9,100.0
3959,UNLP,Economía,31,Otro,4,20,92.2,Si,9.8,22,2,7.2,100.0
3960,UNLP,Derecho,23,F,3,12,85.3,Si,9.2,18,1,7.9,100.0
3962,UNSAM,Psicología,28,M,3,14,76.8,Si,9.9,14,3,6.1,100.0
3963,UTN,Derecho,22,Otro,6,8,78.4,No,5.6,41,0,4.9,94.0
3964,UBA,Medicina,20,M,1,7,79.8,Si,5.7,8,2,5.2,86.0
3965,UNSAM,Psicología,17,F,1,12,61.8,Si,6.8,7,2,5.7,85.1
3966,UBA,Ciencia De Datos,22,Otro,3,11,88.8,Si,9.9,9,0,7.7,100.0
3967,UNLP,Medicina,23,M,2,15,60.2,Si,8.4,11,0,8.1,98.8
3968,UNSAM,Ingeniería,21,F,6,20,84.0,No,8.3,35,3,6.6,100.0
3971,UBA,Psicología,23,F,2,11,90.0,Si,8.6,10,0,8.7,100.0
3972,UBA,Economía,17,F,4,14,73.0,No,8.3,27,5,5.3,100.0
3973,UNLP,Ingeniería,32,M,4,120,75.8,No,6.9,22,1,5.3,100.0
3975,UNSAM,Ciencia De Datos,17,M,2,12,89.3,Si,7.7,11,0,7.2,100.0
3976,UNLP,Ciencia De Datos,21,F,3,18,90.7,Si,9.7,18,0,7.5,100.0
3977,UNLP,Ingeniería,27,F,2,11,81.6,No,8.0,19,2,7.1,100.0
3978,UNLaM,Psicología,33,Otro,3,8,92.7,Si,6.7,23,1,5.7,100.0
3979,UTN,Ingeniería,31,M,4,12,86.2,No,7.7,16,0,7.6,100.0
3980,UNC,Ingeniería,19,Otro,3,4,87.4,Si,8.5,16,3,6.2,100.0
3981,UNC,Medicina,29,M,5,22,93.8,No,10.0,32,3,8.0,100.0
3982,UNLaM,Psicología,17,Otro,4,19,74.0,Si,7.2,25,0,6.2,100.0
3983,UNSAM,Medicina,17,F,4,23,96.2,No,10.0,32,2,7.6,100.0
3984,UNSAM,Psicología,33,M,4,20,68.4,No,9.9,26,3,6.9,100.0
3985,UBA,Medicina,23,Otro,4,14,70.5,No,8.6,24,5,5.1,95.1
3986,UBA,Psicología,21,Otro,2,10,68.3,Si,7.7,17,2,7.0,100.0
3987,UTN,Ciencia De Datos,23,Otro,6,16,66.6,No,9.4,36,2,7.9,100.0
